,code,unit_code,school,Level,Semester,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,mean_score,Invited,Responses,Response Rate
 ATS3290_CLAYTON_ON-CAMPUS_ON_WS-01 , ATS3290_CLAYTON_ON-CAMPUS_ON_WS-01 ,ATS3290,ATS,3,S2,4.13,4.13,4.43,4.4,4.13,4.43,4.75,4.25,4.33125,31,8,25.80645161
 ATS3297_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3297_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3297,ATS,3,S2,4.67,4.5,4.67,4.33,4.33,4.67,4.33,4.67,4.52125,8,6,75
 ATS3298_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3298_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3298,ATS,3,S2,3.81,4,3.63,3.75,3.56,3.53,3.94,3.75,3.74625,43,16,37.20930233
 ATS3321_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3321_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3321,ATS,3,S2,4.44,4,4.33,4.22,4.33,4.22,4.56,4.44,4.3175,18,9,50
 ATS3333_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3333_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3333,ATS,3,S2,3.71,3.71,3.86,3.86,3.43,3.71,4.43,4.14,3.85625,16,7,43.75
 ATS3335_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3335_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3335,ATS,3,S2,4.15,4.22,4.19,3.87,4.21,4.07,4.14,4.23,4.135,184,69,37.5
 ATS3350_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3350_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3350,ATS,3,S2,4.59,4.45,4.55,4.48,4.67,4.55,4.59,4.91,4.59875,51,22,43.1372549
 ATS3354_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3354_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3354,ATS,3,S2,4.59,4.35,4.53,4.41,4.35,4.29,4.35,4.53,4.425,47,17,36.17021277
 ATS3376_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3376_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3376,ATS,3,S2,3.48,2.92,3.76,3.32,3.88,3.64,4.2,3.56,3.595,71,25,35.21126761
 ATS3399_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3399_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3399,ATS,3,S2,3.59,3.68,3.78,3.46,3.75,3.65,3.96,3.55,3.6775,197,69,35.02538071
 ATS3445_CAULFIELD_ON-CAMPUS_ON_S2-01 , ATS3445_CAULFIELD_ON-CAMPUS_ON_S2-01 ,ATS3445,ATS,3,S2,4.34,4.02,4.3,4.29,4.46,4.2,4.37,4.29,4.28375,117,41,35.04273504
 ATS3445_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3445_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3445,ATS,3,S2,4,3.41,3.95,4,4.09,4.1,4.05,3.64,3.905,75,22,29.33333333
 ATS3462_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3462_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3462,ATS,3,S2,3.64,3.15,3.58,3.59,3.89,3.56,4.14,3.45,3.625,202,56,27.72277228
 ATS3531_CAULFIELD_ON-CAMPUS_ON_S2-01 , ATS3531_CAULFIELD_ON-CAMPUS_ON_S2-01 ,ATS3531,ATS,3,S2,4.62,4.68,4.65,4.54,4.62,4.59,4.65,4.65,4.625,113,37,32.74336283
 ATS3531_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3531_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3531,ATS,3,S2,4.33,4.39,4.43,4.41,4.3,4.46,4.35,4.43,4.3875,116,37,31.89655172
 ATS3543_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3543_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3543,ATS,3,S2,3.5,3.67,4,3.78,3.78,3.67,4.11,3.67,3.7725,32,10,31.25
 ATS3554_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3554_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3554,ATS,3,S2,4.5,4.5,4.43,4.07,4.43,4.43,4.64,4.57,4.44625,40,14,35
 ATS3582_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3582_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3582,ATS,3,S2,4.83,4.78,4.94,4.83,4.61,4.72,4.72,4.83,4.7825,55,18,32.72727273
 ATS3584_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3584_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3584,ATS,3,S2,4.62,4.69,4.46,4.54,4.65,4.54,4.58,4.62,4.5875,74,26,35.13513514
 ATS3632_CAULFIELD_ON-CAMPUS_ON_S2-01 , ATS3632_CAULFIELD_ON-CAMPUS_ON_S2-01 ,ATS3632,ATS,3,S2,4.17,4.5,4.33,4.33,4.33,4.33,4,4.5,4.31125,12,6,50
 ATS3632_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3632_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3632,ATS,3,S2,4.06,4.12,4.19,4.17,4.25,4.19,4.31,4.19,4.185,69,52,75.36231884
 ATS3636_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3636_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3636,ATS,3,S2,4.38,4.25,4.38,4.13,4.25,4.25,4.63,4.25,4.315,31,8,25.80645161
 ATS3639_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3639_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3639,ATS,3,S2,4.32,4.39,4.41,4.3,4.36,4.29,4.44,4.31,4.3525,189,72,38.0952381
 ATS3679_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3679_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3679,ATS,3,S2,4.29,3.82,4.19,4.64,4.29,4.39,4.23,4.36,4.27625,51,28,54.90196078
 ATS3697_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3697_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3697,ATS,3,S2,4.42,4.21,4.32,4.45,4.4,4.23,4.52,4.47,4.3775,169,73,43.19526627
 ATS3715_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3715_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3715,ATS,3,S2,4.46,4.51,4.6,4.43,4.47,4.57,4.34,4.53,4.48875,152,47,30.92105263
 ATS3781_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3781_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3781,ATS,3,S2,4.64,4.68,4.64,4.64,4.59,4.6,4.5,4.59,4.61,53,22,41.50943396
 ATS3816_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3816_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3816,ATS,3,S2,4,3.95,3.95,4.32,4.27,4.27,4.41,4.09,4.1575,46,22,47.82608696
 ATS3820_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3820_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3820,ATS,3,S2,4.67,4.5,4.33,4.67,4.5,4.5,4.17,4.17,4.43875,14,6,42.85714286
 ATS3829_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3829_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3829,ATS,3,S2,4.22,4.44,4.44,4.56,4.44,4.44,4.11,4.44,4.38625,25,9,36
 ATS3834_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3834_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3834,ATS,3,S2,4.64,4.43,4.71,4.64,4.5,4.86,5,5,4.7225,36,14,38.88888889
 ATS3849_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3849_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3849,ATS,3,S2,4.31,4.38,4.38,4.69,4.31,4.46,4.54,4.54,4.45125,17,13,76.47058824
 ATS3852_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3852_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3852,ATS,3,S2,4.03,4.03,4.19,4.23,4.22,3.97,4.19,3.86,4.09,111,37,33.33333333
 ATS3859_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3859_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3859,ATS,3,S2,4.29,3.29,4.29,3.86,4.29,4.43,4.71,4.29,4.18125,12,7,58.33333333
 ATS3861_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3861_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3861,ATS,3,S2,4.3,4.3,4.7,4.1,4.7,4.6,4.3,4,4.375,32,10,31.25
 ATS3878_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3878_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3878,ATS,3,S2,4,4.67,4.67,4.67,5,4,4,4.33,4.4175,9,3,33.33333333
 ATS3882_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3882_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3882,ATS,3,S2,4.2,4.13,4.2,4.2,3.73,4,4.2,4.07,4.09125,56,15,26.78571429
 ATS3885_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3885_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3885,ATS,3,S2,4.67,4.81,4.67,4.71,4.62,4.76,4.52,4.76,4.69,68,21,30.88235294
 ATS3888_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3888_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3888,ATS,3,S2,4.78,4.81,4.84,4.78,4.84,4.81,4.73,4.86,4.80625,92,37,40.2173913
 ATS3908_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3908_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3908,ATS,3,S2,4.37,4.63,4.63,4.63,4.7,4.67,4.44,4.63,4.5875,78,27,34.61538462
 ATS3935_CLAYTON_FLEXIBLE_COMPOSITE_S2-01 , ATS3935_CLAYTON_FLEXIBLE_COMPOSITE_S2-01 ,ATS3935,ATS,3,S2,4.17,4.22,4.11,4.22,4.18,4.17,4.33,4.18,4.1975,43,18,41.86046512
 ATS3943_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3943_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3943,ATS,3,S2,4.44,4.48,4.48,4.54,4.6,4.52,4.48,4.72,4.5325,57,25,43.85964912
 ATS3951_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3951_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3951,ATS,3,S2,4.4,4.48,4.48,4.36,4.44,4.6,4.44,4.6,4.475,53,25,47.16981132
 ATS3964_CAULFIELD_ON-CAMPUS_ON_S2-01 , ATS3964_CAULFIELD_ON-CAMPUS_ON_S2-01 ,ATS3964,ATS,3,S2,4.38,4.32,4.35,4.36,4.35,4.3,4.44,4.29,4.34875,190,67,35.26315789
 ATS3970_CAULFIELD_ON-CAMPUS_ON_S2-01 , ATS3970_CAULFIELD_ON-CAMPUS_ON_S2-01 ,ATS3970,ATS,3,S2,4.11,4,4.06,4.17,4,3.89,4.22,3.83,4.035,44,19,43.18181818
 ATS3970_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3970_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3970,ATS,3,S2,3.25,2.75,3.5,3.75,3.25,2.75,2.5,3,3.09375,18,4,22.22222222
 ATS3972_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3972_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3972,ATS,3,S2,4.25,4.25,4.25,4.75,4.75,4.5,4.25,4.25,4.40625,9,4,44.44444444
 ATS3974_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3974_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3974,ATS,3,S2,4.18,4.19,3.99,4.11,4.35,4.1,4.28,4.07,4.15875,142,72,50.70422535
 ATS3988_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS3988_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS3988,ATS,3,S2,4.7,4.5,4.6,4.5,4.6,4.6,4.7,4.7,4.6125,20,10,50
 ATS4171_CAULFIELD_ON-CAMPUS_ON_S2-01 , ATS4171_CAULFIELD_ON-CAMPUS_ON_S2-01 ,ATS4171,ATS,4,S2,4.33,4,4.33,4.67,4.67,4.67,5,4.67,4.5425,5,3,60
 ATS4215_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS4215_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS4215,ATS,4,S2,2.86,2.86,2.71,2.86,2.71,2.43,3.86,2.29,2.8225,11,7,63.63636364
 ATS4328_CLAYTON_BLOCK-ON_ON_T3-57 , ATS4328_CLAYTON_BLOCK-ON_ON_T3-57 ,ATS4328,ATS,4,S2,4.33,4,5,3.67,4,4.67,4.33,4.67,4.33375,14,3,21.42857143
 ATS4348_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS4348_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS4348,ATS,4,S2,4.5,5,5,5,4.5,5,4.5,4,4.6875,8,2,25
 ATS4699_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS4699_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS4699,ATS,4,S2,5,5,5,4.5,5,5,5,5,4.9375,4,2,50
 ATS4868_CLAYTON_ON-CAMPUS_ON_S2-01 , ATS4868_CLAYTON_ON-CAMPUS_ON_S2-01 ,ATS4868,ATS,4,S2,5,4.5,5,4.5,4.5,4,4.5,4.5,4.5625,3,2,66.66666667
 BCH2022_CLAYTON_ON-CAMPUS_ON_S2-01 , BCH2022_CLAYTON_ON-CAMPUS_ON_S2-01 ,BCH2022,BCH,2,S2,4.27,4.09,4.08,3.89,3.95,4.17,4.52,4.07,4.13,212,75,35.37735849
 BCH3042_CLAYTON_ON-CAMPUS_ON_S2-01 , BCH3042_CLAYTON_ON-CAMPUS_ON_S2-01 ,BCH3042,BCH,3,S2,4.38,3.92,4.03,4.19,4.08,4.25,4.54,4.19,4.1975,112,37,33.03571429
 BCH3052_CLAYTON_ON-CAMPUS_ON_S2-01 , BCH3052_CLAYTON_ON-CAMPUS_ON_S2-01 ,BCH3052,BCH,3,S2,4.65,4.54,4.46,4.42,4.5,4.58,4.58,4.58,4.53875,98,26,26.53061224
 BCH3990_CLAYTON_ON-CAMPUS_ON_S2-01 , BCH3990_CLAYTON_ON-CAMPUS_ON_S2-01 ,BCH3990,BCH,3,S2,4.8,4.4,5,4.6,4.2,4.2,4.8,4.6,4.575,11,5,45.45454545
 BCHHONS_CLAYTON_ON-CAMPUS_ON_S2-01 , BCHHONS_CLAYTON_ON-CAMPUS_ON_S2-01 ,BCHHONS,BCH,0,S2,4,4.33,4.33,4.67,4.33,4.33,4.33,4,4.29,18,3,16.66666667
 BEX2000_CITY_ON-CAMPUS_ON_TRI-B-29 , BEX2000_CITY_ON-CAMPUS_ON_TRI-B-29 ,BEX2000,BEX,2,S2,4.38,4.25,4.38,4.38,4.38,4.38,4.38,4.25,4.3475,34,8,23.52941176
 BEX2500_CITY_ON-CAMPUS_ON_TRI-B-29 , BEX2500_CITY_ON-CAMPUS_ON_TRI-B-29 ,BEX2500,BEX,2,S2,4.38,4.5,4.38,4.25,4.13,4.38,4.25,4.13,4.3,42,8,19.04761905
 BEX2520_CLAYTON_ON-CAMPUS_ON_S2-01 , BEX2520_CLAYTON_ON-CAMPUS_ON_S2-01 ,BEX2520,BEX,2,S2,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4,4,100
 BEX3000_CAULFIELD_BLOCK-ON_ON_S2-01 , BEX3000_CAULFIELD_BLOCK-ON_ON_S2-01 ,BEX3000,BEX,3,S2,3.8,3.76,3.85,3.87,3.93,3.87,4.13,3.8,3.87625,489,124,25.35787321
 BEX3000_CAULFIELD_ON-CAMPUS_ON_WS-FF , BEX3000_CAULFIELD_ON-CAMPUS_ON_WS-FF ,BEX3000,BEX,3,S2,4.19,4.32,4.32,4.26,4.42,4.35,4.45,4.42,4.34125,129,31,24.03100775
 BEX3000_CITY_BLOCK-ON_ON_TRI-B-29 , BEX3000_CITY_BLOCK-ON_ON_TRI-B-29 ,BEX3000,BEX,3,S2,4.29,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.4125,42,7,16.66666667
 BEX3006_CAULFIELD_DAY-OFF_OFF_S2-01 , BEX3006_CAULFIELD_DAY-OFF_OFF_S2-01 ,BEX3006,BEX,3,S2,4.18,4.18,4.5,4.5,4.5,4.6,4.36,4.55,4.42125,40,11,27.5
 BEX3006_CLAYTON_DAY-OFF_OFF_S2-01 , BEX3006_CLAYTON_DAY-OFF_OFF_S2-01 ,BEX3006,BEX,3,S2,4,4.2,4.2,3.6,4.2,4.4,4.8,4.4,4.225,30,5,16.66666667
 BEX3012_CAULFIELD_DAY-OFF_OFF_S2-01 , BEX3012_CAULFIELD_DAY-OFF_OFF_S2-01 ,BEX3012,BEX,3,S2,4.6,4.6,4.4,4.2,4.2,4.4,4.8,4.4,4.45,23,5,21.73913043
 BEX3012_CLAYTON_DAY-OFF_OFF_S2-01 , BEX3012_CLAYTON_DAY-OFF_OFF_S2-01 ,BEX3012,BEX,3,S2,4.33,4.33,3.67,4,4,4.33,4.67,4.33,4.2075,19,3,15.78947368
 BEX3150_CAULFIELD_BLOCK-ON_ON_WS-FF , BEX3150_CAULFIELD_BLOCK-ON_ON_WS-FF ,BEX3150,BEX,3,S2,4.5,3.33,4.42,4.25,4.33,4.17,4.17,4.17,4.1675,51,12,23.52941176
 BEX3300_CAULFIELD_BLOCK-ON_ON_WS-01 , BEX3300_CAULFIELD_BLOCK-ON_ON_WS-01 ,BEX3300,BEX,3,S2,4.23,3.62,4.31,4,4.38,4.54,4.69,4.31,4.26,57,13,22.80701754
 BEX3350_CAULFIELD_ON-CAMPUS_ON_S2-01 , BEX3350_CAULFIELD_ON-CAMPUS_ON_S2-01 ,BEX3350,BEX,3,S2,4,3.75,4.13,4.25,4,4.13,4.38,4.13,4.09625,14,8,57.14285714
 BEX3350_CLAYTON_ON-CAMPUS_ON_S2-01 , BEX3350_CLAYTON_ON-CAMPUS_ON_S2-01 ,BEX3350,BEX,3,S2,4.25,3.25,4.25,3.75,3.75,4.75,4.5,4,4.0625,20,4,20
 BEX3400_CLAYTON_ON-CAMPUS_ON_S2-01 , BEX3400_CLAYTON_ON-CAMPUS_ON_S2-01 ,BEX3400,BEX,3,S2,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4,4,100
 BEX3411_CITY_BLOCK-ON_ON_TRI-B-29 , BEX3411_CITY_BLOCK-ON_ON_TRI-B-29 ,BEX3411,BEX,3,S2,4.11,4,4.22,3.89,4.11,4.11,4.56,4.11,4.13875,59,9,15.25423729
 BEX3411_CLAYTON_ON-CAMPUS_ON_S2-01 , BEX3411_CLAYTON_ON-CAMPUS_ON_S2-01 ,BEX3411,BEX,3,S2,3.86,3.73,3.95,4.09,3.91,4,4.14,4.05,3.96625,75,22,29.33333333
 BEX3500_CLAYTON_BLOCK-ON_ON_S2-01 , BEX3500_CLAYTON_BLOCK-ON_ON_S2-01 ,BEX3500,BEX,3,S2,3.75,3.57,3.83,3.73,3.86,3.8,4.06,3.51,3.76375,294,71,24.14965986
 BEX3500_CLAYTON_ON-CAMPUS_ON_WS-FF , BEX3500_CLAYTON_ON-CAMPUS_ON_WS-FF ,BEX3500,BEX,3,S2,3.85,3.75,3.9,4.05,4,4,4.25,3.8,3.95,92,20,21.73913043
 BEX3600_PENINSULA_ON-CAMPUS_ON_S2-01 , BEX3600_PENINSULA_ON-CAMPUS_ON_S2-01 ,BEX3600,BEX,3,S2,4.42,4.33,4.37,4.37,4.41,4.41,4.56,4.48,4.41875,102,27,26.47058824
 BEX5001_CAULFIELD_DAY-OFF_OFF_S2-01 , BEX5001_CAULFIELD_DAY-OFF_OFF_S2-01 ,BEX5001,BEX,5,S2,3.86,4,3.57,3,3.14,3.86,4.43,3.29,3.64375,19,7,36.84210526
 BEX5012_CAULFIELD_DAY-OFF_OFF_S2-01 , BEX5012_CAULFIELD_DAY-OFF_OFF_S2-01 ,BEX5012,BEX,5,S2,4.67,4.67,4.67,4.67,3.67,4.33,5,4.67,4.54375,9,3,33.33333333
 BEX5060_CAULFIELD_BLOCK-ON_ON_S2-01 , BEX5060_CAULFIELD_BLOCK-ON_ON_S2-01 ,BEX5060,BEX,5,S2,3.89,3.67,3.56,3.89,3.78,3.56,4,3.78,3.76625,18,9,50
 BEX5112_CAULFIELD_ON-CAMPUS_ON_S2-01 , BEX5112_CAULFIELD_ON-CAMPUS_ON_S2-01 ,BEX5112,BEX,5,S2,4.5,4.5,4,4,4.5,4.5,5,3.5,4.3125,6,2,33.33333333
 BEX5114_CLAYTON_EVENING_ON_S2-01 , BEX5114_CLAYTON_EVENING_ON_S2-01 ,BEX5114,BEX,5,S2,4.33,4.33,4.33,4,4.33,4.33,4.56,4.44,4.33125,15,9,60
 BEX5200_CAULFIELD_ON-CAMPUS_ON_S2-01 , BEX5200_CAULFIELD_ON-CAMPUS_ON_S2-01 ,BEX5200,BEX,5,S2,4.38,4.21,4.21,4.21,4.31,4.43,4.33,4.12,4.275,104,42,40.38461538
 BEX5411_CAULFIELD_ON-CAMPUS_ON_S2-01 , BEX5411_CAULFIELD_ON-CAMPUS_ON_S2-01 ,BEX5411,BEX,5,S2,4.38,4.31,4.41,4.38,4.38,4.38,4.38,4.31,4.36625,73,32,43.83561644
 BEX5413_CLAYTON_EVENING_ON_S2-01 , BEX5413_CLAYTON_EVENING_ON_S2-01 ,BEX5413,BEX,5,S2,5,5,5,5,5,5,5,5,5,12,3,25
 BEX5601_CAULFIELD_ON-CAMPUS_ON_S2-01 , BEX5601_CAULFIELD_ON-CAMPUS_ON_S2-01 ,BEX5601,BEX,5,S2,3.62,3.38,3.53,3.42,3.47,3.41,4.01,3.29,3.51625,375,213,56.8
 BEX5601_CAULFIELD_ON-CAMPUS_ON_WS-FF , BEX5601_CAULFIELD_ON-CAMPUS_ON_WS-FF ,BEX5601,BEX,5,S2,3.88,3.88,3.96,3.96,3.96,3.84,4.12,3.72,3.915,62,25,40.32258065
 BEX5604_CAULFIELD_ON-CAMPUS_ON_S2-01 , BEX5604_CAULFIELD_ON-CAMPUS_ON_S2-01 ,BEX5604,BEX,5,S2,4.46,4.43,4.4,4.31,4.39,4.36,4.47,4.35,4.39625,394,159,40.35532995
 BEX5604_CAULFIELD_ON-CAMPUS_ON_WS-FF , BEX5604_CAULFIELD_ON-CAMPUS_ON_WS-FF ,BEX5604,BEX,5,S2,4.33,4.28,4.26,4.18,4.26,4.26,4.37,4.26,4.275,113,39,34.51327434
 BEX5707_CAULFIELD_BLOCK-ON_ON_WS-FF , BEX5707_CAULFIELD_BLOCK-ON_ON_WS-FF ,BEX5707,BEX,5,S2,4.16,4.14,4.1,4.15,4.12,4.11,4.23,4.13,4.1425,252,112,44.44444444
 BEX5800_CAULFIELD_BLOCK-ON_ON_S2-01 , BEX5800_CAULFIELD_BLOCK-ON_ON_S2-01 ,BEX5800,BEX,5,S2,4.5,4.5,4.5,4.5,4,4,4,4,4.25,10,2,20
 BEX5810_CAULFIELD_BLOCK-ON_ON_S2-01 , BEX5810_CAULFIELD_BLOCK-ON_ON_S2-01 ,BEX5810,BEX,5,S2,4.14,4.14,4,4.14,4.43,4.14,4.43,4.43,4.23125,12,7,58.33333333
 BEX6002_CAULFIELD_ON-CAMPUS_ON_S2-01 , BEX6002_CAULFIELD_ON-CAMPUS_ON_S2-01 ,BEX6002,BEX,6,S2,4,4,4,4,4,4,4,4,4,4,2,50
 BEX6012_CAULFIELD_ON-CAMPUS_ON_S2-01 , BEX6012_CAULFIELD_ON-CAMPUS_ON_S2-01 ,BEX6012,BEX,6,S2,5,4.83,5,5,5,5,5,5,4.97875,6,6,100
 BEX6014_CAULFIELD_ON-CAMPUS_ON_S2-01 , BEX6014_CAULFIELD_ON-CAMPUS_ON_S2-01 ,BEX6014,BEX,6,S2,5,4.83,4.83,4.67,5,4.83,5,5,4.895,6,6,100
 BEX6200_CAULFIELD_BLOCK-ON_ON_T3-57 , BEX6200_CAULFIELD_BLOCK-ON_ON_T3-57 ,BEX6200,BEX,6,S2,4.71,4,4.86,4.43,4.57,4.86,4.86,4.43,4.59,12,7,58.33333333
 BEX6510_CLAYTON_ON-CAMPUS_ON_S2-01 , BEX6510_CLAYTON_ON-CAMPUS_ON_S2-01 ,BEX6510,BEX,6,S2,4.4,4.4,4.2,4.4,4.4,4.4,4.4,4.4,4.375,7,5,71.42857143
 BEX6650_CLAYTON_ON-CAMPUS_ON_S2-01 , BEX6650_CLAYTON_ON-CAMPUS_ON_S2-01 ,BEX6650,BEX,6,S2,5,5,5,5,5,5,5,5,5,7,3,42.85714286
 BEX6660_CLAYTON_ON-CAMPUS_ON_S2-01 , BEX6660_CLAYTON_ON-CAMPUS_ON_S2-01 ,BEX6660,BEX,6,S2,5,5,5,5,5,5,5,5,5,7,3,42.85714286
 BFB1001_PENINSULA_ON-CAMPUS_ON_S2-01 , BFB1001_PENINSULA_ON-CAMPUS_ON_S2-01 ,BFB1001,BFB,1,S2,4.36,4.22,4.3,4.04,4.33,4.28,4.36,4.26,4.26875,158,67,42.40506329
 BFC2140_CLAYTON_ON-CAMPUS_ON_S2-01 , BFC2140_CLAYTON_ON-CAMPUS_ON_S2-01 ,BFC2140,BFC,2,S2,4.16,4.28,3.99,3.79,3.94,3.98,4.26,3.89,4.03625,479,166,34.65553236
 BFC2340_CLAYTON_ON-CAMPUS_ON_S2-01 , BFC2340_CLAYTON_ON-CAMPUS_ON_S2-01 ,BFC2340,BFC,2,S2,3.85,3.8,3.68,3.57,3.72,3.66,4.13,3.56,3.74625,344,101,29.36046512
 BFC2751_CLAYTON_ON-CAMPUS_ON_S2-01 , BFC2751_CLAYTON_ON-CAMPUS_ON_S2-01 ,BFC2751,BFC,2,S2,3.97,3.84,3.59,3.53,3.77,3.79,4.17,3.63,3.78625,542,128,23.61623616
 BFC3140_CLAYTON_ON-CAMPUS_ON_S2-01 , BFC3140_CLAYTON_ON-CAMPUS_ON_S2-01 ,BFC3140,BFC,3,S2,4.48,4.53,4.36,4.27,4.3,4.35,4.39,4.34,4.3775,404,106,26.23762376
 BFC3240_CLAYTON_ON-CAMPUS_ON_S2-01 , BFC3240_CLAYTON_ON-CAMPUS_ON_S2-01 ,BFC3240,BFC,3,S2,4.08,3.84,3.94,3.79,4.01,3.95,4.16,3.93,3.9625,435,151,34.71264368
 BFC3241_CLAYTON_ON-CAMPUS_ON_S2-01 , BFC3241_CLAYTON_ON-CAMPUS_ON_S2-01 ,BFC3241,BFC,3,S2,3.73,4.08,3.82,3.55,3.6,3.73,4.06,3.55,3.765,589,129,21.90152801
 BFC3340_CLAYTON_ON-CAMPUS_ON_S2-01 , BFC3340_CLAYTON_ON-CAMPUS_ON_S2-01 ,BFC3340,BFC,3,S2,4.29,4.26,4.28,4.27,4.3,4.25,4.35,4.3,4.2875,303,96,31.68316832
 BFC3540_CLAYTON_ON-CAMPUS_ON_S2-01 , BFC3540_CLAYTON_ON-CAMPUS_ON_S2-01 ,BFC3540,BFC,3,S2,4.03,3.92,3.89,3.74,3.81,4.06,4.53,3.89,3.98375,285,88,30.87719298
